marca;modelo;pais;year_modelo;clase;sub_clase;avaluo;cilindraje;tipo_combustible
CHEVROLET;D-MAX CRDI 3.0 CD 4X2 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;29990.0;2999;DIESEL
SUZUKI;SCROSS AC 1.6 5P 4X2 TM;HUNGRIA;2018;AUTOMOVIL;STATION WAGON;25990.0;1586;GASOLINA
CHEVROLET;D-MAX TD 2.5 CS 4X2 TM DIESEL;ECUADOR;2018;CAMIONETA;CABINA SIMPLE;27470.0;2499;DIESEL
CHEVROLET;SAIL LS AC 1.5 4P 4X2 TM;ECUADOR;2018;AUTOMOVIL;SEDAN;19490.0;1485;GASOLINA
SUZUKI;GRAND VITARA SZ AC 2.0 5P 4X2 TM;ECUADOR;2018;JEEP;JEEP;27990.0;1995;GASOLINA
CHEVROLET;SPARK GT FULL AC 1.2 5P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;STATION WAGON;15990.0;1206;GASOLINA
GREAT WALL;HAVAL H6 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;29990.0;1497;GASOLINA
GREAT WALL;VOLEEX C30 CONFORT AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;16990.0;1497;GASOLINA
CHEVROLET;SAIL LT AC 1.5 4P 4X2 TM;ECUADOR;2018;AUTOMOVIL;SEDAN;21990.0;1485;GASOLINA
CHEVROLET;AVEO FAMILY STD 1.5 4P 4X2 TM;ECUADOR;2018;AUTOMOVIL;SEDAN;16490.0;1498;GASOLINA
CHEVROLET;SAIL LS STD 1.5 4P 4X2 TM;ECUADOR;2018;AUTOMOVIL;SEDAN;18410.0;1485;GASOLINA
CHEVROLET;D-MAX CRDI 3.0 CD 4X4 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;37390.0;2999;DIESEL
SUZUKI;GRAND VITARA SZ NEXT SPORT AC 2.4 5P 4X2 TA;ECUADOR;2018;JEEP;JEEP;29990.0;2400;GASOLINA
KIA;SORENTO AC 3.3 5P 4X2 TA;COREA DEL SUR;2017;JEEP;JEEP;49990.0;3342;GASOLINA
CHEVROLET;SPARK LIFE STD 1.0 5P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;STATION WAGON;13490.0;995;GASOLINA
CHEVROLET;TRACKER LS AC 1.8 5P 4X2 TM;MEXICO;2018;AUTOMOVIL;STATION WAGON;30590.0;1796;GASOLINA
CHEVROLET;D-MAX CRDI HIGH COUNTRY AC 3.0 CD 4X4 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;39990.0;2999;DIESEL
VOLKSWAGEN;JETTA 163VJ6 AC 2.0 4P 4X2 TA;MEXICO;2017;AUTOMOVIL;SEDAN;29999.0;2000;GASOLINA
VOLKSWAGEN;JETTA 163VJ1 AC 2.0 4P 4X2 TM;MEXICO;2017;AUTOMOVIL;SEDAN;29590.0;2000;GASOLINA
VOLKSWAGEN;POLO NB TRENDLINE 6042G4 AC 1.6 4P 4X2 TM;INDIA;2018;AUTOMOVIL;SEDAN;19990.0;1600;GASOLINA
VOLKSWAGEN;POLO HB TRENDLINE 6032G4 AC 1.6 5P 4X2 TM;INDIA;2018;AUTOMOVIL;STATION WAGON;19990.0;1600;GASOLINA
GREAT WALL;M4 MT AC 1.5 5P 4X2 TM;ECUADOR;2018;JEEP;JEEP;19990.0;1497;GASOLINA
GREAT WALL;WINGLE AC 2.8 CD 4X2 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;26690.0;2771;DIESEL
GREAT WALL;WINGLE AC 2.4 CD 4X2 TM;ECUADOR;2018;CAMIONETA;DOBLE CABINA;24690.0;2378;GASOLINA
CHEVROLET;N300 MAX CARGO AC 1.2 5P 4X2 TM;CHINA POPULAR;2018;CAMIONETA;FURGONETA;17290.0;1206;GASOLINA
CHEVROLET;TRACKER LS AC 1.8 5P 4X2 TM;MEXICO;2017;AUTOMOVIL;STATION WAGON;33590.0;1796;GASOLINA
DFSK;C37 AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;CAMIONETA;FURGONETA;18990.0;1499;GASOLINA
CHEVROLET;D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;40720.0;2999;DIESEL
GREAT WALL;HAVAL H2 SPORT AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;28990.0;1497;GASOLINA
TOYOTA;HILUX 2.7 CD 4X2 TM;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;29990.0;2694;GASOLINA
GREAT WALL;VOLEEX C30 AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;18190.0;1497;GASOLINA
GREAT WALL;M4 AMT AC 1.5 5P 4X2 TA;ECUADOR;2018;JEEP;JEEP;21990.0;1497;GASOLINA
KIA;PICANTO LX AC 1.2 4P 4X2 TM;COREA DEL SUR;2018;AUTOMOVIL;SEDAN;15990.0;1248;GASOLINA
CHEVROLET;TRAILBLAZER AC 2.8 5P 4X4 TA DIESEL;BRASIL;2018;JEEP;JEEP;59990.0;2776;DIESEL
CHERY;PRACTIVAN Q22L AC 1.2 5P 4X2 TM;CHINA POPULAR;2018;CAMIONETA;FURGONETA;16990.0;1173;GASOLINA
CHERY;A13T TIGGO2 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;17990.0;1497;GASOLINA
ZOTYE;Z100 AC 1.0 5P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;STATION WAGON;10990.0;997;GASOLINA
VOLKSWAGEN;AMAROK BI TDI PLUS AC 2.0 CD 4X2 TM DIESEL;ECUADOR;2017;CAMIONETA;DOBLE CABINA;39990.0;1968;DIESEL
HYUNDAI;ACCENT 1.4 4P 4X2 TM;COREA DEL SUR;2018;AUTOMOVIL;SEDAN;19490.0;1400;GASOLINA
HYUNDAI;IONIQ AC 1.6 5P 4X2 TA HYBRID;COREA DEL SUR;2018;AUTOMOVIL;HIBRIDO-A;24990.0;1600;HIBRIDO_GASOLINA_BATERIAS
HYUNDAI;IONIQ GS AC 1.6 5P 4X2 TA HYBRID;COREA DEL SUR;2018;AUTOMOVIL;HIBRIDO-A;25990.0;1600;HIBRIDO_GASOLINA_BATERIAS
GREAT WALL;GREAT WALL H6 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;26990.0;1497;GASOLINA
FORD;RANGER XLS AC 3.2 CD 4X4 TM DIESEL;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;49990.0;3200;DIESEL
GREAT WALL;H3 AC 2.0 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;23990.0;1997;GASOLINA
FORD;RANGER XLS AC 2.5 CD 4X2 TM;ARGENTINA;2018;CAMIONETA;DOBLE CABINA;37990.0;2500;GASOLINA
BYD;SONG GS LFT AG AC 1.5 5P 4X2 TA;CHINA POPULAR;2018;JEEP;JEEP;29990.0;1500;GASOLINA
BYD;YUAN GLX LF AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;17990.0;1500;GASOLINA
TOYOTA;PRIUS C SPORT AC 1.5 5P 4X2 TA HYBRID;JAPON;2018;AUTOMOVIL;HIBRIDO-A;24990.0;1500;HIBRIDO_GASOLINA_BATERIAS
GREAT WALL;HAVAL H6 DCT AC 2.0 5P 4X2 TA;CHINA POPULAR;2018;JEEP;JEEP;39990.0;1967;GASOLINA
FORD;EXPLORER XLT AC 3.5 5P 4X4 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;69990.0;3500;GASOLINA
FORD;EDGE SEL AC 3.5 5P 4X2 TA;CANADA;2018;JEEP;JEEP;49990.0;3500;GASOLINA
ZOTYE;Z500 AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;19990.0;1499;GASOLINA
HYUNDAI;TUCSON TL AC 2.0 5P 4X2 TM;COREA DEL SUR;2018;JEEP;JEEP;29990.0;2000;GASOLINA
HYUNDAI;CRETA AC 1.6 5P 4X2 TM;INDIA;2018;JEEP;JEEP;29990.0;1600;GASOLINA
FORD;F150 XLT SC AC 3.5 CD 4X2 TA;ESTADOS UNIDOS;2017;CAMIONETA;DOBLE CABINA;59990.0;3500;GASOLINA
TOYOTA;NEW FORTUNER AC 2.7 5P 4X4 TM;INDONESIA;2018;JEEP;JEEP;46990.0;2694;GASOLINA
TOYOTA;NEW HILUX SR 2.7 CD 4X4 TM;ARGENTINA;2018;CAMIONETA;DOBLE CABINA;39990.0;2694;GASOLINA
TOYOTA;NEW YARIS SD CVT AC 1.5 4P 4X2 TA;TAILANDIA;2018;AUTOMOVIL;SEDAN;23990.0;1496;GASOLINA
ZOTYE;Z500 AC 1.5 4P 4X2 TM;CHINA POPULAR;2016;AUTOMOVIL;SEDAN;15992.0;1499;GASOLINA
FORD;F150 RC AC 3.5 CS 4X4 TA;ESTADOS UNIDOS;2017;CAMIONETA;CABINA SIMPLE;49990.0;3500;GASOLINA
CHEVROLET;AVEO EMOTION GLS AC 1.6 4P 4X2 TM;ECUADOR;2017;AUTOMOVIL;SEDAN;20340.0;1598;GASOLINA
CHEVROLET;D-MAX DOHC 2.4 CD 4X2 TM;ECUADOR;2018;CAMIONETA;DOBLE CABINA;28990.0;2405;GASOLINA
MERCEDES BENZ;SPRINTER 315 CDI STANDARD AC 2.1 5P 4X2 TM DIESEL;ALEMANIA;2017;CAMIONETA;FURGONETA;70000.0;2143;DIESEL
MITSUBISHI;L200 SPORTERO GLS AC 2.5 CD 4X4 TA DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;49990.0;2477;DIESEL
SOUEAST;DX3 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;24900.0;1499;GASOLINA
FIAT;500 LOUNGE AC 1.4 3P 4X2 TM;POLONIA;2018;AUTOMOVIL;COUPE;24990.0;1368;GASOLINA
MAZDA;CX-3 CORE AC 2.0 5P 4X2 TA;JAPON;2018;JEEP;JEEP;36990.0;1998;GASOLINA
TOYOTA;NEW HILUX 2.7 CS 4X2 TM;TAILANDIA;2018;CAMIONETA;CABINA SIMPLE;29990.0;2694;GASOLINA
CHEVROLET;SAIL LTZ AC 1.4 5P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;STATION WAGON;17990.0;1399;GASOLINA
AUDI;A3 TFSI STRONIC 8VMAKG AC 1.2 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;49990.0;1200;GASOLINA
HYUNDAI;CRETA GS AC 1.6 5P 4X2 TM;INDIA;2018;JEEP;JEEP;26990.0;1600;GASOLINA
HYUNDAI;GRAND I10 HB 1.0 5P 4X2 TM;INDIA;2018;AUTOMOVIL;STATION WAGON;13990.0;1000;GASOLINA
FOTON;VIEW C2 NARROW BJ6539B1PDA-3 AC 2.8 4P 4X2 TM DIESEL;CHINA POPULAR;2017;CAMIONETA;FURGONETA;29990.0;2800;DIESEL
HYUNDAI;GRAND I10 AC 1.2 4P 4X2 TM;INDIA;2018;AUTOMOVIL;SEDAN;16490.0;1200;GASOLINA
JAC;HFC1037DKF AC 2.8 CD 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;DOBLE CABINA;26790.0;2771;DIESEL
CHEVROLET;SPARK GT FULL AC 1.2 5P 4X2 TM;COLOMBIA;2017;AUTOMOVIL;STATION WAGON;18190.0;1206;GASOLINA
SUZUKI;GRAND VITARA SZ AC 2.4 5P 4X2 TA;ECUADOR;2018;JEEP;JEEP;29990.0;2400;GASOLINA
GREAT WALL;GREAT WALL H5 TURBO AC 2.0 5P 4X4 TM;ECUADOR;2016;JEEP;JEEP;25992.0;1997;GASOLINA
NISSAN;X-TRAIL SENSE 2 ROW AC 2.5 5P 4X2 TA;JAPON;2018;JEEP;JEEP;39990.0;2488;GASOLINA
FORD;F150 XLT SC AC 3.3 CD 4X4 TA;ESTADOS UNIDOS;2018;CAMIONETA;DOBLE CABINA;59990.0;3340;GASOLINA
CHEVROLET;CAPTIVA SPORT AC 2.4 5P 4X2 TA;MEXICO;2017;AUTOMOVIL;STATION WAGON;40690.0;2384;GASOLINA
KIA;CARNIVAL AC 3.3 5P 4X2 TA;COREA DEL SUR;2018;CAMIONETA;FURGONETA;39990.0;3342;GASOLINA
DAYANG;DY-GD04A AC 2P 4X2 TA EV;CHINA POPULAR;2017;AUTOMOVIL;ELECTRICO-A;8890.0;0;ELECTRICO
HYUNDAI;GRAND I10 1.2 4P 4X2 TM;INDIA;2018;AUTOMOVIL;SEDAN;15490.0;1200;GASOLINA
MITSUBISHI;L200 HIRIDER AC 2.5 CD 4X2 TM DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;34990.0;2477;DIESEL
FOTON;VIEW CS2 K1 WIDE BJ6549B1PDA-AA AC 2.8 4P 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;FURGONETA;29990.0;2800;DIESEL
FORD;F150 LARIAT SC ECOBOOST AC 3.5 CD 4X4 TA;ESTADOS UNIDOS;2018;CAMIONETA;DOBLE CABINA;79990.0;3496;GASOLINA
FORD;RAPTOR AC 3.5 CD 4X4 TA;ESTADOS UNIDOS;2018;CAMIONETA;DOBLE CABINA;99990.0;3496;GASOLINA
FORD;EXPLORER XLT AC 3.5 5P 4X4 TA;ESTADOS UNIDOS;2018;JEEP;JEEP;69990.0;3497;GASOLINA
GREAT WALL;WINGLE AC 2.8 CD 4X4 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;29990.0;2771;DIESEL
GREAT WALL;WINGLE AC 2.2 CD 4X2 TM;CHINA POPULAR;2018;CAMIONETA;DOBLE CABINA;19990.0;2237;GASOLINA
FORD;ESCAPE S AC 2.5 5P 4X2 TA;ESPAÃÂA;2017;JEEP;JEEP;39990.0;2488;GASOLINA
GREAT WALL;WINGLE AC 2.4 CD 4X4 TM;CHINA POPULAR;2018;CAMIONETA;DOBLE CABINA;27490.0;2378;GASOLINA
MAZDA;MAZDA 2 SDN CORE AC 1.5 4P 4X2 TM;TAILANDIA;2018;AUTOMOVIL;SEDAN;25990.0;1496;GASOLINA
MAZDA;NEW BT-50 AC 3.2 CD 4X4 TM DIESEL;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;49990.0;3198;DIESEL
MAZDA;CX-3 ENTRY AC 2.0 5P 4X2 TM;JAPON;2018;JEEP;JEEP;29990.0;1998;GASOLINA
CHEVROLET;D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL;ECUADOR;2017;CAMIONETA;DOBLE CABINA;40720.0;2999;DIESEL
KIA;SPORTAGE SL AC 2.0 5P 4X2 TM;ECUADOR;2018;JEEP;JEEP;29490.0;2000;GASOLINA
ZOTYE;T600 T AC 2.0 5P 4X2 TM;ECUADOR;2018;JEEP;JEEP;26990.0;2002;GASOLINA
FORD;EXPLORER XLT AC 3.5 5P 4X4 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;69990.0;3497;GASOLINA
KIA;CERATO LX ABS AC 1.6 4P 4X2 TM;ECUADOR;2018;AUTOMOVIL;SEDAN;19990.0;1600;GASOLINA
MAZDA;NEW CX-5 CORE AC 2.0 5P 4X2 TA;JAPON;2018;JEEP;JEEP;46990.0;1998;GASOLINA
LIFAN;LF6420 AC 1.3 5P 4X2 TM;CHINA POPULAR;2019;CAMIONETA;CABINA SIMPLE;14990.0;1342;GASOLINA
TOYOTA;NEW FORTUNER AC 4.0 5P 4X4 TA;INDONESIA;2018;JEEP;JEEP;69990.0;3956;GASOLINA
TOYOTA;NEW HILUX 2.4 CD 4X4 TM DIESEL;ARGENTINA;2018;CAMIONETA;DOBLE CABINA;45990.0;2393;DIESEL
TOYOTA;PRIUS 4G AC 1.8 5P 4X2 TA HYBRID;JAPON;2018;AUTOMOVIL;HIBRIDO-A;33990.0;1798;HIBRIDO_GASOLINA_BATERIAS
TOYOTA;RAV4 CVT AC 2.0 5P 4X2 TA;JAPON;2018;JEEP;JEEP;39990.0;1987;GASOLINA
NISSAN;VERSA AC 1.6 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;19990.0;1600;GASOLINA
SUZUKI;GRAND VITARA SZ NEXT AC 2.4 5P 4X4 TM;ECUADOR;2018;JEEP;JEEP;33470.0;2400;GASOLINA
HYUNDAI;ACCENT 1.6 4P 4X2 TM;COREA DEL SUR;2018;AUTOMOVIL;SEDAN;19990.0;1600;GASOLINA
FORD;EDGE SEL FWD AC 3.5 5P 4X2 TA;CANADA;2018;JEEP;JEEP;56990.0;3497;GASOLINA
KIA;RIO LX AC 1.4 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;19990.0;1368;GASOLINA
VOLKSWAGEN;POLO NB HIGHLINE 6044G4 AC 1.6 4P 4X2 TM;INDIA;2018;AUTOMOVIL;SEDAN;23990.0;1600;GASOLINA
JAC;HFC1037DKST AC 1.9 CD 4X4 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;DOBLE CABINA;28990.0;1910;DIESEL
PEUGEOT;301 N1 16E AC 1.6 4P 4X2 TM;ESPAÃÂA;2018;AUTOMOVIL;SEDAN;19990.0;1587;GASOLINA
CITROEN;C-ELYSEE N1 AC 1.6 4P 4X2 TM DIESEL;ESPAÃÂA;2018;AUTOMOVIL;SEDAN;19990.0;1560;DIESEL
CITROEN;C-ELYSEE N1 AC 1.6 4P 4X2 TM;ESPAÃÂA;2018;AUTOMOVIL;SEDAN;19990.0;1587;GASOLINA
ZOTYE;T600 T AC 1.5 5P 4X2 TM;ECUADOR;2018;JEEP;JEEP;24990.0;1498;GASOLINA
FAW;CA6440A45 V80 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;CAMIONETA;FURGONETA;17990.0;1495;GASOLINA
FORD;RANGER XLS AC 3.2 CD 4X4 TM DIESEL;ARGENTINA;2018;CAMIONETA;DOBLE CABINA;47990.0;3200;DIESEL
VOLVO;V40 CROSS COUNTRY T5 AC 2.0 5P 4X4 TA;BELGICA;2017;JEEP;JEEP;59990.0;2000;GASOLINA
FORD;ESCAPE S AC 2.5 5P 4X2 TA;ESPAÃÂA;2017;JEEP;JEEP;39990.0;2500;GASOLINA
KIA;RIO EX AC 1.4 5P 4X2 TM;MEXICO;2018;AUTOMOVIL;STATION WAGON;19990.0;1368;GASOLINA
KIA;RIO EX AC 1.4 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;19990.0;1368;GASOLINA
KIA;SPORTAGE AC 2.0 5P 4X2 TM;ECUADOR;2017;JEEP;JEEP;28990.0;2000;GASOLINA
KIA;PICANTO EX AC 1.2 4P 4X2 TM;COREA DEL SUR;2018;AUTOMOVIL;SEDAN;16990.0;1248;GASOLINA
KIA;NIRO AC 1.6 5P 4X2 TA HYBRID;COREA DEL SUR;2018;AUTOMOVIL;HIBRIDO-A;27990.0;1580;HIBRIDO_GASOLINA_BATERIAS
KIA;OPTIMA AC 2.0 4P 4X2 TA HYBRID;COREA DEL SUR;2017;AUTOMOVIL;HIBRIDO-A;34990.0;2000;HIBRIDO_GASOLINA_BATERIAS
KIA;SPORTAGE R GTI AC 2.0 5P 4X2 TM;COREA DEL SUR;2017;JEEP;JEEP;35990.0;1999;GASOLINA
KIA;CERATO LX ABS AC 1.6 4P 4X2 TA;ECUADOR;2016;AUTOMOVIL;SEDAN;20472.0;1600;GASOLINA
KIA;SPORTAGE SL AC 2.0 5P 4X2 TA;ECUADOR;2018;JEEP;JEEP;29990.0;2000;GASOLINA
KIA;SORENTO AC 3.3 5P 4X4 TA;COREA DEL SUR;2017;JEEP;JEEP;49990.0;3342;GASOLINA
KIA;RIO LX 1.4 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;17990.0;1368;GASOLINA
KIA;PICANTO LX 1.2 4P 4X2 TM;COREA DEL SUR;2018;AUTOMOVIL;SEDAN;14990.0;1248;GASOLINA
KIA;SPORTAGE R GTI AC 2.0 5P 4X2 TA;COREA DEL SUR;2017;JEEP;JEEP;39990.0;1999;GASOLINA
KIA;CERATO KOUP AC 2.0 2P 4X2 TA;COREA DEL SUR;2017;AUTOMOVIL;COUPE;34490.0;2000;GASOLINA
KIA;SPORTAGE R GTI LX AC 2.0 5P 4X2 TA;COREA DEL SUR;2017;JEEP;JEEP;38990.0;1999;GASOLINA
KIA;SPORTAGE AC 2.0 5P 4X2 TA;ECUADOR;2016;JEEP;JEEP;23992.0;2000;GASOLINA
KIA;CERATO LX ABS AC 1.6 4P 4X2 TM;ECUADOR;2016;AUTOMOVIL;SEDAN;19672.0;1600;GASOLINA
HYUNDAI;SANTA FE DM 7PAS AC 2.4 5P 4X2 TM;COREA DEL SUR;2018;JEEP;JEEP;39990.0;2400;GASOLINA
CHEVROLET;TRACKER LT AC 1.8 5P 4X2 TA;MEXICO;2018;AUTOMOVIL;STATION WAGON;34490.0;1796;GASOLINA
FORD;RANGER XLS AC 2.5 CD 4X2 TM;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;39990.0;2488;GASOLINA
HYUNDAI;GRAND I10 HB AC 1.0 5P 4X2 TM;INDIA;2018;AUTOMOVIL;STATION WAGON;14990.0;1000;GASOLINA
NISSAN;X-TRAIL ADVANCE CVT AC 2.5 5P 4X2 TA;JAPON;2018;JEEP;JEEP;45153.0;2488;GASOLINA
CHERY;Q5 AC 1.0 5P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;STATION WAGON;13390.0;998;GASOLINA
NISSAN;KICKS DRIVE AC 1.6 5P 4X2 TM;MEXICO;2018;JEEP;JEEP;29990.0;1600;GASOLINA
RENAULT;SANDERO EXPRESSION AC 1.6 5P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;STATION WAGON;17990.0;1598;GASOLINA
RENAULT;LOGAN DYNAMIQUE AC 1.6 4P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;SEDAN;19922.0;1599;GASOLINA
NISSAN;X-TRAIL EXCLUSIVE CVT AC 2.5 5P 4X4 TA;JAPON;2017;JEEP;JEEP;49999.0;2500;GASOLINA
RENAULT;SANDERO STEPWAY AC 1.6 5P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;STATION WAGON;21500.0;1598;GASOLINA
RENAULT;DUSTER EXPRESSION AC 1.6 5P 4X2 TM;COLOMBIA;2018;JEEP;JEEP;24673.0;1600;GASOLINA
NISSAN;X-TRAIL EXCLUSIVE CVT AC 2.5 5P 4X4 TA;JAPON;2018;JEEP;JEEP;48199.0;2488;GASOLINA
JAC;S3 AC 1.6 5P 4X2 TM;ECUADOR;2018;JEEP;JEEP;19990.0;1600;GASOLINA
VOLKSWAGEN;AMAROK TDI 2HBB44 AC 2.0 CD 4X4 TM DIESEL;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;39999.0;1968;DIESEL
FORD;RANGER XLS AC 3.2 CD 4X4 TM DIESEL;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;49990.0;3198;DIESEL
CHEVROLET;D-MAX DOHC 2.4 CD 4X2 TM;ECUADOR;2017;CAMIONETA;DOBLE CABINA;29500.0;2405;GASOLINA
HYUNDAI;CRETA AC 1.6 5P 4X2 TA;INDIA;2018;JEEP;JEEP;29990.0;1600;GASOLINA
MITSUBISHI;L200 SPORTERO GLS AC 2.5 CD 4X4 TM DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;49990.0;2477;DIESEL
RENAULT;DUSTER EXPRESSION AC 1.6 5P 4X2 TM;COLOMBIA;2018;JEEP;JEEP;24673.0;1588;GASOLINA
GOLDEN DRAGON;XML6531E22 AC 2.5 4P 4X2 TM DIESEL;CHINA POPULAR;2016;CAMIONETA;FURGONETA;25600.0;2488;DIESEL
TOYOTA;NEW FORTUNER AC 2.7 5P 4X4 TA;ARGENTINA;2018;JEEP;JEEP;49990.0;2694;GASOLINA
JEEP;COMPASS SPORT AC 2.4 5P 4X2 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;40790.0;2360;GASOLINA
ZOTYE;Z300 AC 1.5 4P 4X2 TM;CHINA POPULAR;2016;AUTOMOVIL;SEDAN;14400.0;1499;GASOLINA
CHEVROLET;EQUINOX  LT AC 1.5 5P 4X2 TA;MEXICO;2018;AUTOMOVIL;STATION WAGON;39990.0;1490;GASOLINA
NISSAN;KICKS ADVANCE CVT AC 1.6 5P 4X2 TA;MEXICO;2018;JEEP;JEEP;35890.0;1598;GASOLINA
TOYOTA;RAV4 AC 2.0 5P 4X2 TM;JAPON;2018;JEEP;JEEP;37990.0;1987;GASOLINA
HYUNDAI;IONIQ AC 1.6 5P 4X2 TA HYBRID;COREA DEL SUR;2017;AUTOMOVIL;HIBRIDO-A;26990.0;1600;HIBRIDO_GASOLINA_BATERIAS
RENAULT;LOGAN EXPRESSION AC 1.6 4P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;SEDAN;17432.0;1598;GASOLINA
CHEVROLET;SAIL LS AC 1.4 4P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;SEDAN;16490.0;1399;GASOLINA
GREAT WALL;HAVAL H6 AC 2.4 5P 4X2 TA;CHINA POPULAR;2018;JEEP;JEEP;34990.0;2378;GASOLINA
JINBEI;SY6480J3DGB-HW-PE AC 2.7 4P 4X2 TM DIESEL;CHINA POPULAR;2017;CAMIONETA;FURGONETA;36990.0;2771;DIESEL
JAC;S2 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;STATION WAGON;18500.0;1499;GASOLINA
MAZDA;NEW CX-5 AC 2.5 5P 4X4 TA;JAPON;2018;JEEP;JEEP;55990.0;2488;GASOLINA
FIAT;FULLBACK GLX AC 2.5 CD 4X4 TM DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;39990.0;2477;DIESEL
MAZDA;NEW BT-50 FULL AC 3.2 CD 4X4 TA DIESEL;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;57999.0;3198;DIESEL
CHEVROLET;CAPTIVA SPORT AC 3.0 5P 4X2 TA;MEXICO;2017;AUTOMOVIL;STATION WAGON;45690.0;2997;GASOLINA
MAZDA;CX-3 ENTRY AC 2.0 5P 4X2 TM;JAPON;2017;JEEP;JEEP;29990.0;1998;GASOLINA
MAZDA;NEW BT-50 AC 2.5 CD 4X2 TM;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;38990.0;2488;GASOLINA
VOLKSWAGEN;PASSAT NMS TDI AC 2.0 4P 4X2 TA DIESEL;ESTADOS UNIDOS;2016;AUTOMOVIL;SEDAN;31992.0;2000;DIESEL
MAZDA;NUEVO MAZDA 2 SDN CORE AC 1.5 4P 4X2 TM;TAILANDIA;2017;AUTOMOVIL;SEDAN;26990.0;1496;GASOLINA
FIAT;FULLBACK GLS AC 2.5 CD 4X4 TM DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;44990.0;2477;DIESEL
MAZDA;NUEVO MAZDA6 AC 2.0 4P 4X2 TA;JAPON;2018;AUTOMOVIL;SEDAN;39990.0;1998;GASOLINA
CHEVROLET;SAIL AC 1.4 4P 4X2 TM;ECUADOR;2017;AUTOMOVIL;SEDAN;19220.0;1398;GASOLINA
VOLKSWAGEN;AMAROK TDI 2HBB43 AC 2.0 CD 4X2 TM DIESEL;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;29999.0;1968;DIESEL
CHEVROLET;D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;37390.0;2999;DIESEL
KIA;CARENS R 7PAS AC 2.0 4P 4X2 TM;COREA DEL SUR;2017;CAMIONETA;FURGONETA;29990.0;1999;GASOLINA
